1,059|Pardon My Gun|1930|55 min|Action, Comedy, Music|4.9|Ted is riding for Pa Martin against Cooper in the big race. When Cooper has his men capture Ted, Peggy overhears them and sets out to free Ted in time for the race.
1,060|The Parting of the Trails|1930|55 min|Action, Adventure, Comedy||"Wanderers ""Ramblin'"" Raymond and ""Restless"" Roberts meet up with eastern millionaire J. Addington Fiske and his daughter Corliss. Fiske is always seeking diversion and soon has more than he reckoned for when rustler ""Lucky"" Hardy decides to widen his activities and kidnaps Fiske for ransom. Raymond rescues Fiske, collects the reward and wins fair Corliss."
1,061|Phantom of the Desert|1930|55 min|Action, Adventure, Romance|6.6|"Horses are being stolen by a white stallion known as ""The Phantom of the Desert."" A cowboy sets out to find who's behind it."
1,062|Renegades|1930|55 min|Action, Adventure, Romance|5.1|Four one-for-all and all-for-one privates in the French Foreign Legion are all in jail for disorderly conduct, but they break out and rejoin their regiment and fight off a band of marauding Arabs, and are soon in Casablanca getting decorated by the French Minister of War. Deucalion spots Eleanor, a spy who had done him dirt and after tangling with the local gendarmes, they take her and head back for Morocco where they are charged with desertion, and have to go out and defeat some more marauding natives, and dodge the machine-gun fire directed at them by the highly-displeased Eleanor, and one thing just follows another.
1,063|Ridin' Law|1930|55 min|Action, Drama, Romance|5.4|"Remade in 1939 by Harry S. Webb as ""Riders of the Sage"" with Bob Steele, Claire Rochelle and Carleton Young taking the roles played here, with the role names changed, by Jack Perrin, Renee Borden and Jack Mower; Seeking his father's killer in Mexico, Jack Rowland falls into the clutches of Buck Lambert and his band of smugglers. Carmencita and Ricardo, whom Jack thinks are sweethearts, are with the gang but help Jack escape.They tell him they are undercover agents working for the Mexican government to apprehend the smuggling gang. With Jack's help, their mission is accomplished and Jack discovers Buck to be the killer of his father. He also happily discovers that Ricardo is Carmencita's brother and not her sweetheart."
1,064|Roaring Ranch|1930|55 min|Action, Adventure, Comedy|6.1|Cowboy fights to keep his ranch after oil is discovered on it.
1,065|Rogue of the Rio Grande|1930|55 min|Action, Comedy, Music|4.8|El Malo, notorious Mexican bandit, forces the Mayor of Sierra Blanca, Seth Landport, to open the safe and turn over to him 2,000 pesos, which the bandit gives a promissory note for to the Mayor. Seth rushes to the cantina where Sheriff Rankin is drinking, and the sheriff posts a reward for the capture of El Malo. El Malo informs his men of the reward. The bandit and his sidekick, Pedro, visit the cantina where Pedro resumes a former acquaintance with Dolores, while El Malo has his attention directed to a tango being performed by Carmita. El Malo pushes her dancing partner aside and finishes the dance with Carmita. Since Seth's description of him is not accurate, El May visits the sheriff and promises to deliver the wanted bandit to the cantina the following night. THe following morning, El Malo and Pedro depart, and, halting their horses on a hill, view the stagecoach being held up by a trio of outlaws. THey follow the outlaws to their hideout, where they discover the leader is the trusted town-mayor Seth. El Malo tells him to be in the cantina that night. Then things get involved, including the wrath of the displaced tango partner. El Malo handles it all without breaking a sweat.
1,066|Romance of the West|1930|55 min|Action, Drama, Romance||"Chasing the man who had caused the death of his sister, Jack Walsh rescues Mary Winters from the unwanted attentions of a drunk, and learns that she has been lured to Mexico by the false promises of an ex-prizefighter ""Kayo"" Mooney. The latter kidnaps Mary but Jack wins the showdown and Mary, and finds that Mooney is the man he was looking for."
1,067|Scarlet Pages|1930|55 min|Action, Crime, Drama|6.0|Nora Mason becomes entangled in a family mix-up of murder and scandal that threatens to ruin her career and entire future; Unless the mother she does not know can find a way to save her.
1,068|The Sea Bat|1930|55 min|Action, Romance, Thriller|5.5|The West Indies island of Portuga exists mainly for sponge diving. But the best area of collection is frequented by a very large manta ray. Nina loses her brother to the creature and is comforted by a newly arrived minister, who seems very interested in an old poster offering a reward for a convict recently escaped from nearby Devil's Island. More deaths attributed to the sea bat follow before Nina resolves her feelings for her comforter.
1,069|Shadow Ranch|1930|55 min|Action, Music, Western|6.7|When cowpunchers Sim and Ranny get fired, Ranny heads for Shadow Ranch. Later on, Sim arrives just as Ranny is being buried. He then sets out to find the killer that shot him in the back.
1,070|She Couldn't Say No|1930|55 min|Action, Drama, Music|4.6|A night club entertainer loves a gangster.
1,071|The Ship from Shanghai|1930|55 min|Action, Crime, Drama|5.4|On a yacht sailing from Shanghai to the United States, the sailors, led by the megalomaniac steward, revolt and take control.
1,072|South of Sonora|1930|55 min|Action, Adventure, Western|6.0|Bill Tracy, a Cattleman's Protective Association agent, working undercover, on his way to Sonora, a town dominated by rustlers, saves Betty Carter from a situation, but her rancher father---believing Blackie's suggestion that Bill is a rustler---forbids her to see him. Bill and his pal, Heinie Schmaltz, rescue each other from various plots and ambushes by the rustler, and eventually discover that Blackie, Carter's foreman, is the leader of the rustlers.
1,073|The Spoilers|1930|55 min|Action, Western|7.1|"While traveling to Nome, Alaska, Roy Glenister (Gary Cooper) meets beautiful Helen Chester (Kay Johnson), who soon becomes his sweetheart. Glenister is one of several owners of a lucrative mine called The Midas. When he arrives in Nome, he discovers that his partners, Slapjack Simms (Slim Summerville) and Joe Dextry (James Kirkwood), are in the middle of a legal dispute with three corrupt officials: United States Marshal Voorhees (Jack Holmes), Judge Stillman (Lloyd Ingraham), and a politician named Alec McNamara (William ""Stage"" Boyd ). They have been engaged in a racket claiming titles to various mines, ejecting the miners, and then making McNamara owner of the disputed properties. The three corrupt officials lay claim to The Midas. McNamara also steals money from Glenister, Dextry, and Slapjack, preventing them from enlisting legal help from the United States. When Dextry and Glenister plan a vigilante action, McNamara calls in a detail of soldiers to protect ""his property"". As Glenister and McNamara prepare for a gunfight, they are dissuaded by Helen, who suggests that the courts handle the dispute. Later, after jealous saloon owner Cherry Malotte (Betty Compson) lies to Glennister telling him that Helen and McNamara are conspiring to cheat him again, Glennister and McNamara settle their differences with a spectacular fistfight, with McNamara getting the worst. Afterwards, Glenister wins the hand of Helen."
1,074|The Squealer|1930|55 min|Action, Crime, Drama||A gangster's wife, fearful that he is about to be murdered by his rivals, tips off the police to his whereabouts in order to save his life. Her husband, however, believes her reason was that she wanted him out of the way so she could have his best friend.
1,075|Terry of the 'Times'|1930|55 min|Action, Mystery||Terry Macy (Reed Howes), the son of a newspaper's founder, is assigned to investigate a mysterious warning signed '30' (newspaper term for 'The End)that has been sent to a local politician....                See full summary »
1,076|The Third Alarm|1930|55 min|Action, Adventure, Drama|2.1|"The story of the firemen at Engine House No.8, where widower Frank ""Dad"" Brooks is the beloved veteran and whose children, Milly and Jimmie, are especially fond of firemen Dan and ""Beauty"" Johnson. The problem of the day is concern whether or not Brooks is going to qualify for a pension...until a three-alarm inferno breaks out at the orphanage."
1,077|Trailing Trouble|1930|55 min|Action, Adventure, Comedy|5.6|Ed King travels east to sell Pop Blake's cattle. While there Buck, another of Blake's hands, plans to rob Ed by using a local girl Ming Toy as a decoy. Ming Toy gets the money and returning empty handed, and before the other hands arrive, Ed is surprised to find Ming Toy return with the men.
1,078|Troopers Three|1930|55 min|Action, Adventure, Comedy|3.1|Eddie Haskins, a wisecracking young man, teams up with two ham-acrobats known as 'Bugs & Sunny', and ,when they are all kicked out of a vaudeville theater in California, they enlist in the U. S. Cavalry. Eddie falls in love with Dorothy Clark, the daughter of a sergeant and, following a moonlight tryst, they are discovered by Sergeant Hank Darby who himself is in love with Dorothy. They have a fist-fight in which Eddie comes out second best. When Darby is reprimanded for fighting with an enlisted man, the troopers incorrectly think that Eddie squealed on him, and they punish him with a conspiracy of silence. Dorothy also rejects him. Eddie has a problem. Maybe a fire will break out in the stables and he can rescue Sergeant Darby.
1,079|True to the Navy|1930|55 min|Action, Comedy, Romance|7.0|"A countergirl at a San Diego soda shop has a lot of sailor ""boyfriends,"" but her heart really belongs to a free-spirited gunner, who doesn't want to be tied down to any one woman."
1,080|Under Montana Skies|1930|55 min|Action, Adventure, Comedy|4.3|Clay gets a musical troop out af jail and helps raise money so they can put on their show. During the performance Blake and his men rob the box office. The townsmen give chase and Clay goes after Blake.
1,081|Under Suspicion|1930|55 min|Action, Crime, Drama||
1,082|Vengeance|1930|55 min|Action, Adventure, Drama|3.5|John Meadham, has for years been in charge of a West Africa trading post, wire the home office in London that he is tired and worn out, and they need to send a replacement to take over. The company sends a stiff upper-lipper, Charles Summers, accompanied by his wife, Margaret. An antagonism develops between the two men from the moment Summers arrives. This soon leads to a quarrel and then a disagreement between the stuffy, tightly-wound Summers and his wife over who was right in the quarrel. Margaret opines it wasn't him. Ere long, Margaret and Meadham are having an affair. The revolting natives' uprising gives Meadham the chance to save the life of the man he most hates, or save his life and lose the wife. Or hope somebody shows up with a poison arrow.
1,083|Way Out West|1930|55 min|Action, Comedy, Music|5.6|Wise-guy carnival barker Windy bilks a group of cowboys out of their money, gets caught and is forced into working off the debt on their ranch. He falls in love with Molly, the pretty owner of the ranch, but runs afoul of foreman Steve, who also loves Molly.
1,084|The Way of All Men|1930|55 min|Action, Drama, Romance|5.1|A variety of broad-painted and unlikely characters are trapped in an underground café when a Mississippi River levee breaks and causes flood havoc above and below.
1,085|Wings of Adventure|1930|55 min|Action, Adventure, Romance|5.3|Young children love to move and dance, and for very young children, ages 2 to 6, Miss Christy's Dance Adventure is the perfect opportunity to introduce them to basic dance moves that will help them develop their natural rhythm, musical sense, and motor skills. Christy Curtis, a children's dance specialist, takes the children to tap dance on the farm, to discover ballet at the pond, and to jazz dance at the beach. The movements are easy to follow and easy to do, but the main event is to move, move, move - and activate the imagination! Smiles and giggles abound in Miss Christy's Dance Adventure.
1,086|The W Plan|1930|55 min|Action, Adventure, War|5.3|A British spy helps prisoners of war destroy Germans' secret tunnels.
1,087|Westward Bound|1930|55 min|Action, Adventure, Comedy|5.8|After Bob Lansing (Jay Wilsey as Buffalo Bill Jr). is involved in a nightclub scrape, where he meets Montana rancher Madge Holt (Allene Ray)), his father sends him out west with his ...                See full summary »
1,088|Masken|1930|55 min|Action, Crime||
1,089|Ingagi|1930|55 min|Action, Adventure, Fantasy|5.2|An expedition enters an area of the Congo jungle to investigate reports of a gorilla-worshipping tribe. After many dangerous adventures, they come upon the tribe they sought, only to watch as a virgin is sacrificed to a huge gorilla, who takes her away. The expedition follows the gorilla in an attempt to save the woman.
1,090|Umon torimonochô - Rokuban tegara|1930|55 min|Action, Mystery||
1,091|Amor e Patriotismo|1930|55 min|Action||
1,092|Khooni Khanjar|1930|55 min|Action||
1,093|Noor-E-Watan|1930|55 min|Action||
1,094|Er oder ich|1930|55 min|Action, Comedy, Romance||
1,095|Amerikanka|1930|55 min|Action, Adventure, Drama|6.3|
1,096|Sakani 79|1930|55 min|Action, Adventure, Drama|6.2|
1,097|Shekhvedra|1930|55 min|Action, Adventure, Drama|5.5|
1,098|Gantsirulni|1930|55 min|Action, Drama|6.0|
1,099|Sev tevi tak|1930|55 min|Action, Drama|3.1|"The young front-line soldier Ando, who has just returned from World War I to his native village, inspires his villagers to fight against ""class enemies."""
1,100|Shamsher Bahadur|1930|55 min|Action||
1,101|Huangjiang nüxia|1930||Action, Drama, History|6.6|Two sword-slinging heroes, a brother and sister, combat a golden hawk in order to save a small boy and are then beset by villainous monks while resting at a temple.
1,102|Bhola Shikar|1930||Action, Drama||
1,103|Jai Vijay|1930||Action||
1,104|Sinbad Khalashi|1930||Action, Adventure|4.3|
1,105|Zoku ôoka seidan mazohe daiichi|1930||Action||
1,106|Las campanas de Capistrano|1930||Action, Drama, Romance||In the 1830s, the tyrannical Spanish governor in old California finds himself in the midst of a rebellion and is out to get the rebel leader. A senorita, whose father is being persecuted by the governor, sets out to deliver the rebel leader in exchange for her father's freedom...but she falls in love with him.
1,107|Western Honor|1930||Action, Drama, Western||Bob Steele is a young rancher who refuses to give in to a gang that is seeking to deprive he and his partner of the contract for supplying cattle to a railroad construction camp. And the ...                See full summary »
1,108|Lacplesis|1930||Action, Fantasy, History|6.7|The film takes place in two eras - the mythical world of Lacplesis, Laimdota and the Black Knight and the Latvian War of Independence of 1919 during which the love story between Janis Vanags and Mirdza Saulite unfolds.
1,109|Little Caesar|1931||Action, Crime, Drama|7.3|A small-time criminal moves to a big city to seek bigger fortune.
1,110|Air Eagles|1931||Action, Adventure, Crime|4.9|An airplane pilot and a criminal battle for the woman they love.
1,111|Air Police|1931||Action, Adventure, Crime|3.8|The U.S. Air Patrol is fighting alien-smuggling along the USA-Mexico border, and U.S. Army Air Corps buddies Jerry Doyle and Andy Conroy are among the pilots on this assignment. One of them is shot down by the smuggling-gang, and the other goes after the gang with vengeance.
1,112|Anybody's Blonde|1931||Action, Crime, Drama||When a boxer is murdered a newspaper reporter tries to frame the boxer's sister, a nightclub owner, for the crime.
1,113|The Avenger|1931||Action, Adventure, Drama|5.9|Goss, Mason, and Kelly force Joaquin Murieta to watch as they hang his brother Juan for a crime he did not commit. To exact his revenge on the three, Joaquin becomes the notorious Black Shadow.
1,114|Border Law|1931||Action, Drama, Romance|5.9|When Shag Smith kills Jim's brother Bob, Jim and Thunder quit the rangers so they can cross the border and join Smith's gang. Jim's plan is to get the gang to cross back over the border where the rangers will be waiting.
1,115|Branded Men|1931||Action, Romance, Western|6.2|When Rod, Ramrod, and Half-A-Rod ride into Steep Gulch, they immediately become Sheriffs. The previous Sheriffs have been killed by Mace and his gang who don't wait long before they make an attempt on the new trio.
1,116|Clearing the Range|1931||Action, Adventure, Drama|5.3|Kildare kills Curt Fremont's brother Jim. When Curt arrives he poses as a coward in public but sneaks out unseen to become the daring El Capitan as he looks for the killer.
1,117|Dancing Dynamite|1931||Action, Crime, Drama||"A fisherman on Catalna Island tries to break into ""society"" and winds up helping a rich young girl mixed up with kidnappers."
1,118|Danger Island|1931||Action, Adventure, Romance|6.1|The daughter of a man who has discovered radium on an African island is befriended by two people whose real goal is to keep the discovery to themselves.
1,119|The Deadline|1931||Action, Adventure, Romance|4.8|On parole from prison for a murder he did not commit, and not allowed to carry a gun, Buck sets out to find the real killer. His clue is a corner torn off a wanted poster with some handwriting on it.
1,120|Defenders of the Law|1931||Action, Adventure, Crime|5.2|A gang of racketeers, with the aid of a high-ranking city official has control of a big-city, and the police plant an undercover cop to gather evidence against the hoodlums - except the police keep telling the wrong person what they are up to.
1,121|Desert Vengeance|1931||Action, Adventure, Romance|6.2|Brother and sister Hugh and Anne Dixon pull their fake suicide scam on Jim Cardew. Hugh leaves a note for Jim to take care of Anne. After Jim proposes and leaves money to Anne, he learns of their scheme. Not revealing his knowledge he gets them to return with him to his desert hideout where he and his outlaw gang reside and from which the Dixon's only escape is 30 miles of desert on foot.
1,122|Fifty Fathoms Deep|1931||Action, Drama, Romance||A shady lady has an affair with one deep sea diver, marries his buddy and breaks up their friendship. Ere long, she cheats on her husband and runs off with an oily yacht owner. Shortly afterward the yachtsman scutttles his ship and she is trapped in a sunken ship beneath the deep blue sea, as is the first diver who got trapped trying to save her. Will the husband be able to rescue them both?
1,123|Finger Prints|1931||Action, Adventure|3.3|The Secret Service sets out to break up a smuggling ring.
1,124|First Aid|1931||Action, Crime, Drama||Buddy Hollins (brother of Lil Hollins), a young dance-hall girl, gets involved with a gang of crooks, led by Michael Rush. He double-crosses them on a safe-cracking job by stealing the loot ahead of the gang. Later, he is shot by a policeman and taken to a hospital. The gang kidnaps him from the hospital and takes him to their hideout to make him divulge where he hid the robbery money. They also kidnap a young doctor, Ralph Ingram, the sweetheart of his sister.
1,125|Freighters of Destiny|1931||Action, Adventure, Romance|5.8|Randolph Carter is after Macey's freight franchise. He has his gang raid all of Macey's wagon trains so supplies will not reach town. In his latest raid Macey is killed. His son Steve attempts to take over but finds himself in trouble when he pays off his men with money Rough and Ready accidentally found in Carter's safe.
1,126|The Galloping Ghost|1931||Action, Adventure, Crime|5.5|"A gambling ring run out of the Mogul Taxi company is intent on fixing college football games. Football star Harold ""Red"" Grange is a target for the gamblers, whose thugs try to eliminate Grange from playing. Grange's buddy Buddy is himself vulnerable to blackmail, since he has broken team rules by marrying. The crooks use all their wiles to keep Grange and Buddy from leading their team to victory."
1,127|Galloping Thru|1931||Action, Adventure, Western|6.4|The local express agent, the father of Tom McGuire, is killed during a robbery. In the chase that follows Tom is wounded and taken by his friend, Sandy Thompson, to the home of Janice Warren to recover. Janice and Tom soon fall in love, and that brings complications as Sandy is also in love with Janice, and Tom believes that her brother Cliff, is one of the gang members that robbed the express office. Cliff challenges Tom to a shoot-out in the street. Tom accepts, not knowing that his guns have been emptied by the jealous Sandy. The latter, in a change of heart, steps into the duel and shoots Cliff just before he is shot down from ambush by saloon owner Willis, the secret leader of the gang. Willis is captured by Tom and Tom takes Sandy to the doctor. Cliff confesses before dying to his role in the robbery, and Tom and Janice are reconciled.
1,128|Gun Smoke|1931||Action, Comedy, Crime|6.5|Following a killing and robbery in a big city back east, gang leader Kedge Darvas and some of his henchies take a train to a small western town in Idaho, with intentions of hiding out there until things cool down back in Chi or NYC, or wherever they lammed from.They are welcomed with open arms by the citizens under the impression they are there as capital investors with money to spend. Before long, Darvas figures the town is ripe for the taking and sends word for reinforcements, and each arriving train unloads a few suits and snappy-brim hats.Then they get rough, kill Sheriff Posey Meed and rile up the citizens, led by cowhand Brad Farley, who had Darvas spotted for a wrong number just by the way he made moves on Sue Vancey.
1,129|The Hard Hombre|1931||Action, Adventure, Comedy|5.4|When Peaceful Patton goes to work at the Martini ranch he is mistaken for the notorious outlaw the Hard Hombre. This enables him to force the ranchers to divide up the water rights. But he is in trouble when his mother arrives and exposes the hoax.
1,130|Hell-Bent for Frisco|1931||Action, Adventure, Drama|5.4|"San Francisco newspaper reporter Jimmy Gray turns detective to bring the killer of the brother of his sweetheart, Ellen Garwood, to justice. His city editor is so confident that he will that he 'holds the presses"", and then puts a stuttering man on the re-write-desk telephone."
1,131|Heroes of the Flames|1931||Action, Drama||Fireman Bob Darrow (Tim McCoy)invents an original chemical fire extinguisher, and his rival, Dan Mitchell (Gayne Whitman), for June Madison(Marion Shockley), also has his eyes on Bob's invention.
1,132|A Holy Terror|1931||Action, Adventure, Western|5.7|Eastern millionaire's son Bard finds his father murdered and flies west to see rancher Drew who may know something about it. En route he crashes his plane into Jerry's bathroom; she falls in love with him which makes her suitor Steve jealous.
1,133|In Line of Duty|1931||Action, Drama, Romance||An RCMP officer is on the trail of a woodsman accused of murdering a man who wronged him. Circumstances arise in which the fugitive saves the Mountie's life, and the Mountie falls in love with the man's daughter. He's torn between his love for the girl and his duty to bring back the man he's sworn to find.
1,134|In Old Cheyenne|1931||Action, Romance, Western|7.3|"A remake of 1930's ""Phantom of the Desert"", in which a crooked foreman and the ranch hands are rustling horses, and laying the blame on a wild stallion that roams the surrounding hills.In this one the principals are Jim/Cheyenne(Rex Lease) as the cowhand that comes along and clears the horse,Starlight;the crooked foreman is Clyde Winslow(Harry Woods), while Helen Sutter(Dorothy Gulliver) is the daughter of ranch owner Frank Sutter(Jay Hunt.) This one was remade at least four more times by 1940."
1,135|Kick In|1931||Action, Crime, Drama|7.3|Ex-con Chick Hewes (Regis Toomey) tries to go straight with the help of wife Molly (Clara Bow), but circumstances force the couple into involvement in a serious crime.
1,136|The Kid from Arizona|1931||Action, Adventure, Crime|4.5|Marshal Jack is sent, undercover, into the bad lands to clean up a gang of Indians who have been terrorizing the local ranchers. Horses belonging to a ranch owner are stolen and the horse which was supposed to be in an endurance race is maimed. Jack is blamed for both deeds. He acquits himself and wins the race for The Colonel, after disclosing that the supposed band of Indians are a pack of white smugglers led by the ranch foreman.
1,137|King of the Wild|1931||Action, Adventure, Horror|6.1|American adventurer Richard Grant is falsely accused of murdering an Indian noble and escapes to Africa in search of diamond field and the real culprit.
1,138|Lariats and Six-Shooters|1931||Action, Adventure, Western|5.6|A gang of jewel smugglers swears to take revenge on a deputy sheriff after his dogged pursuit of them forces them to flee without their goods.
1,139|Lasca of the Rio Grande|1931||Action, Adventure, Music|5.6|A Texas Ranger who loves a dance hall girl must bring her in when she is charged with murder.
1,140|The Last Parade|1931||Action, Crime, Drama|7.0|"The first film produced by Harry Cohn's brother Jack, and a version of this film's plot was used in 1937's ""End of the Trail"" that also starred Jack Holt as the good-man-gone-wrong who is executed. War-time buddies Cookie Leonard (Jack Holt) and Mike O'Dowd (Tom Moore) return from World War One and returning home, Mike becomes a police officer but Cookie finds his old job as a reporter on the Herald is no longer vacant, and he takes up with gangster/bootlegger A. C. Marino (Robert Ellis.) They are both in love with Molly Pearson (Constance Cummings), a nurse who looked after them in a field-hospital in France. Cookie, in order to save someone else kills Marino but is charged with murder and is arrested by his old friend Mike. Molly and Mike watch Cookie walk the last mile to the electric chair."
1,141|Law of the Rio Grande|1931||Action, Adventure, Romance|5.3|Escaping from the Sheriff, Jim and Cookie decide to go straight. But when they meet their old cohort, The Blanco Kid, he tells their new boss they are outlaws and they are in trouble again.
1,142|Lightnin' Smith Returns|1931||Action, Comedy, Western||John Smith is a writer of western novels but has never been west of the Hudson River. Hlen Parker invites him to visit her Texas ranch and get a real feel of the real west. Once he arrives, she and her cowhands frame him to appear as a notorious bandit. But, then, the real bandit shows up.
1,143|The Lightning Flyer|1931||Action, Adventure, Drama||A freight train careening off the tracks sends Jimmie Nelson (James Hall), the ne're-do-well of a railroad owner, John Nelson (Robert Homans), out to redeem himself, by working under an assumed name, to investigate why and who is the culprit behind the sabotage against his father's fast-express line.
1,144|Local Boy Makes Good|1931||Action, Comedy, Romance|6.2|John is a timid student who works at the University Book Store. He is studying to be a botanist and has a secret crush on the lovely Julia. One day, one of his letters gets accidentally mailed and Julia receives it. When the letter says that he is a fraternity man and a big track star, Julia rushes right over to see him. But John is neither and Spike, Julia's boyfriend, is a track star at a nearby College. John does not want to enter the track meet so Julia tries to use psychology on him. That and a good wrestling hold makes John timidly agree to enter the race, but Spike still scares him.
1,145|Lover Come Back|1931||Action, Comedy, Drama|7.1|Tempress Vivian Marsh (Betty Bronseon) lures Tom Evans (Jack Mulhall) away from stenographer Connie Lee (Constance Cummings), the girl he really loves. Connie, on the rebound, has an affair with her married boss Yates (Jameson Thomas). Vivian, not content with her successful conquest of milquetoast Tony, decides to have a romantic liaison with Yates as well. Tony discovers her infidelity , gets a divorce and returns to Connie, who is a bit less pure than when he abandoned her. .
1,146|The Man from Death Valley|1931||Action, Adventure, Romance|1.8|Dave and Hank ride out of Death Valley, heading for the town of Mesa, but stop to rest in Alkali Springs, twenty miles from Mesa. Walking along the saloon porch, they overhear through an open window, two unseen men plotting to rob the Mesa bank that afternoon. One is a Spanish voice and the other American. Dave and Hank head for Mesa to get there before the hold-up and, there, they see the men whose voices they had heard; Sheriff Jeffries and Ortego. Since they have an hour to kill before the (announced) hold-up time, while Hank ambles toward the saloon Dave decides to make a social call on his sweetheart, Ann. But she is now his ex-sweetheart as she tells him that because of his unexplained absence, she has become engaged to Sheriff Jeffries. Dang, says Dave. Anyway, to foil the planned hold-up Dave and Hank hold up the bank themselves and ride out of town closely pursued by a posse. The gold is heavy so Dave tells Hank to ride on while he buries it. The sheriff, riding ahead of the posse with a vested interest in the going-ons, sees Dave hide the gold. The sheriff captures Dave, sends him back to town with the posse, and stays behind to retrieve the gold. He does so but is seen by Hank who comes along and takes the fourth possession (counting the bank) of the gold that day. The sheriff is about to let an angry mob hang Dave, but fickle Ann slaps the Sheriff and tells the mob that if they hang Dave, they'll never see their gold again, since the last known possessor was the now, unknown to him, the twice-removed Dave. The sheriff is caught between a rock and a hard place and can't tell the mob he knows where it is, or thinks he knows where it is since he doesn't know he is now a once-removed possessor himself. The sheriff hatches a plan to let Dave escape but he has three of Ortego's henchmen planted to kill Dave in his escape. They miss. Dave rides to Alkali Springs and meets Hank and Ann and all three are taken prisoner by Ortego just before the sheriff shows up. But they tell Ortego that the sheriff has double-crossed him and has the gold hidden under the floor of his office. The sheriff scoffs at this because he thinks the gold is still buried in the desert, so he has no objections when Ortego says he and Pedro will just ride back over to Mesa and check out this story, and he tells the rest of the gang to follow later and bring Dave, Ann, Hank and the Sheriff back to Mesa.When they get there they find a mad Ortego holding an empty gold box he found under the office floor and the Sheriff is as surprised as Ortego is angry. Ortego and the Sheriff call each other a few names in Spanish and English, conclude that the other one is a double crosser and up and shoot each other dead. Dave then discloses that he is a deputy United States Marshal sent out to break up the Ortego gang. He then decides to ask Ann some questions regarding absence makes the heart grow fonder.
1,147|The Montana Kid|1931||Action, Drama, Romance|5.3|A cowboy whose friend has been swindled out of his ranch and then murdered must take care of the man's son, then he goes after the killers.
1,148|Mr. Lemon of Orange|1931||Action, Comedy, Crime|7.0|
1,149|Near the Trail's End|1931||Action, Drama, Romance|6.6|Bart Morgan controls the town of Cactus City and is keeping all men away from Jane Rankin. When Johnny Day arrives and takes an interest in Jane, Morgan tries to kick him out. Johnny refuses to go and the stage is set for a showdown.
1,150|The Nevada Buckaroo|1931||Action, Adventure, Romance|6.0|When the Nevada Kid gets caught in a stage robbery, the gang leader Cherokee gets him released by forging a petition to the Governor. The Kid tries to go straight but the stage he is guarding gets robbed. When the Sheriff jails Cherokee who was not in on the robbery, the Kid gets caught effecting Cherokee's escape and finds himself in jail again.
1,151|Oatsurae Jirôkichi koshi|1931|59 min|Action, Drama|6.9|The only completely preserved silent film directed by Daisuke Ito, this film relates the life of a legendary thief, Jirokichi the Rat in an exquisite original story and through the revolutionary use of dynamic intertitles. The skillful benshi narration featuring a mixture of Edo dialect and Kansai dialect is highly entertaining.
1,152|Pueblo Terror|1931|59 min|Action, Adventure, Romance|3.9|Bill Sommers is after Weston for cutting off the ranchers water supply and then buying up their ranches. But the real culprit is his foreman Ballon who now kills a man and frames Bill for the murder. Bill now has to bring in Ballon while avoiding the Sheriff and his posse who are on his trail.
1,153|The Range Feud|1931|59 min|Action, Mystery, Romance|5.9|Clint Turner is arrested for the murder of his girlfriend Judy's father, a rival rancher who was an enemy of his own father.
1,154|Range Law|1931|59 min|Action, Adventure, Romance|6.8|Having escaped from prison, a cowboy looks for the man that framed him.
1,155|Reckless Living|1931|59 min|Action, Crime, Drama|6.8|In order to be able to buy a gas station, a young couple run a speakeasy. Complications arise when the husband loses their money to bookies.
1,156|Red Fork Range|1931|59 min|Action, Adventure, Romance|3.6|It's time for the stagecoach race to win the mail contract and the only entries are Reden and Farrell. Reden's men kidnap Farrell's daughter and then force him to withdraw. Wally rescues Ruth, buys out Farrel, and enters the race himself. But Reden has his men planted along the course to make sure Wally doesn't win.
1,157|Rider of the Plains|1931|59 min|Action, Drama, Western|6.0|Blackie Saunders and his young partner Sandy arrive in Indian Springs where Blackie meets his old friend Jim whom he once rode with on the wrong side of the law. Jim is now the Parson but Blackie still carries the reputation of a killer. When the townspeople decide Blackie is not a fit guardian for the boy, Jim convinces Blackie to leave the boy with him. But just after Blackie leaves town, the express office is robbed and it is assumed Blackie did it.
